Filename,Predicted phases,Confidence
AlN/DS20251029/DC1.jip,未识别,
AlN/DS20251029/DC1.txt,AlN_216,67.5
AlN/DS20251029/DC2.jip,未识别,
AlN/DS20251029/DC2.txt,AlN_216,69.0
AlN/DS20251029/RF1.jip,未识别,
AlN/DS20251029/RF1.txt,AlN_216,67.0
AlN/DS20251029/RF2.jip,未识别,
AlN/DS20251029/RF2.txt,AlN_216,65.0
AlN/DS20251031/DC1.txt,AlN_216,68.0
AlN/DS20251031/DC2.txt,AlN_216,68.5
AlN/DS20251031/RF1.txt,AlN_216,63.5
AlN/DS20251031/RF2.txt,AlN_216,68.5
AlN/DS20251110/1.txt,AlN_216,92.5
AlN/DS20251110/10.txt,AlN_216,68.0
AlN/DS20251110/2.txt,AlN_216,95.5
AlN/DS20251110/3.txt,AlN_216,95.5
AlN/DS20251110/4.txt,AlN_216,95.5
AlN/DS20251110/6.txt,AlN_216,69.0
AlN/DS20251110/7.txt,AlN_216,61.0
AlN/DS20251110/8.txt,AlN_216,74.0
AlN/DS20251110/9.txt,AlN_216,67.0
AlN/DS20251117/DC1.txt,AlN_216,65.0
AlN/DS20251117/DC2.txt,AlN_216,66.0
AlN/DS20251117/DC3.txt,AlN_216,64.0
AlN/DS20251117/DC4.txt,AlN_216,68.5
AlN/DS20251117/DC5.txt,AlN_216,70.5
AlN/DS20251117/RF1.txt,AlN_216,68.0
AlN/DS20251117/RF2.txt,AlN_216,64.0
AlN/DS20251117/RF3.txt,AlN_216,62.0
AlN/DS20251117/RF4.txt,AlN_216,62.5
AlN/DS20251117/RF5.txt,AlN_216,62.5
AlN/XRD图.png,未识别,
CrSiTe体系的xrd数据/AgCr2Te4-J113-2.txt,未识别,
CrSiTe体系的xrd数据/BiSiTe3-1.txt,未识别,
CrSiTe体系的xrd数据/BiSiTe3-2.txt,未识别,
CrSiTe体系的xrd数据/BiSiTe3-3.txt,未识别,
CrSiTe体系的xrd数据/BiSiTe3-4.txt,未识别,
CrSiTe体系的xrd数据/BiSiTe3-5.txt,未识别,
CrSiTe体系的xrd数据/BiSiTe3-6.txt,未识别,
CrSiTe体系的xrd数据/BiSiTe3-7.txt,未识别,
CrSiTe体系的xrd数据/BiSiTe3-8.txt,未识别,
CrSiTe体系的xrd数据/Cr5Te8-powder.txt,未识别,
CrSiTe体系的xrd数据/CrAlTe-1.txt,未识别,
CrSiTe体系的xrd数据/CrAlTe-2.txt,未识别,
CrSiTe体系的xrd数据/CrAlTe-3.txt,AlN_216,53.5
CrSiTe体系的xrd数据/CrSiTe3  PURE FZ40.txt,未识别,
CrSiTe体系的xrd数据/CrSiTe3 B027.txt,未识别,
CrSiTe体系的xrd数据/CrSiTe3 B028.txt,未识别,
CrSiTe体系的xrd数据/CrSiTe3 pure B025-2.txt,未识别,
CrSiTe体系的xrd数据/CrSiTe3 pure B025-3.txt,未识别,
CrSiTe体系的xrd数据/CrSiTe3 pure B025.txt,未识别,
CrSiTe体系的xrd数据/CrSiTe3_1.txt,未识别,
CrSiTe体系的xrd数据/CrSiTe3_180_10_70_0.01_txt.txt,未识别,
CrSiTe体系的xrd数据/CrSiTe3_2.txt,未识别,
CrSiTe体系的xrd数据/CrSiTe3_300_10_80_0.01.txt,未识别,
CrSiTe体系的xrd数据/CrSiTe3_360_10_70_0.01_txt.txt,未识别,
CrSiTe体系的xrd数据/CrSiTe3_back_10_70_0.01_Pr_1.txt,未识别,
CrSiTe体系的xrd数据/CrSiTe3_rotation_0.01_10_80_0.01.txt,未识别,
CrSiTe体系的xrd数据/CrTe2_JBX_J197_CT.txt,未识别,
CrSiTe体系的xrd数据/Si2Te3.txt,未识别,
FeS_5_90_0.01_J05-右/A-1_NbSe2-mental-2.gk,未识别,
FeS_5_90_0.01_J05-右/Al2O3_10_120_0.01_1_background_Pr.gk,AlN_216,93.5
FeS_5_90_0.01_J05-右/C034_FeZrT5_2_10_90_0.01_Pr_1.gk,未识别,
FeS_5_90_0.01_J05-右/C63_FeMoTe_2_5_90_0.01_GK.gk,未识别,
FeS_5_90_0.01_J05-右/CrZrSe_5_90_0.01_GK.gk,未识别,
FeS_5_90_0.01_J05-右/CrZrTe5_sample_1_NS_XRD_holder(Pr)_10-80.gk,未识别,
FeS_5_90_0.01_J05-右/FeS_5_90_0.01_J05-右.gk,未识别,
FeS_5_90_0.01_J05-右/FeTe2_5_90_0.01_GK.gk,未识别,
FeS_5_90_0.01_J05-右/J193_ZnIn2Te4.gk,未识别,
FeS_5_90_0.01_J05-右/J193_ZnIn2Te4_2.gk,未识别,
FeS_5_90_0.01_J05-右/J215_ZnIn2Te4.gk,未识别,
FeS_5_90_0.01_J05-右/SmS-5-90-0.02.gk,未识别,
FeS_5_90_0.01_J05-右/VZrSe_5_90_0.01_GK.gk,未识别,
corrupted_sample.txt,未识别,
粉末xrd实验数据/Bi2SeO2.xy,未识别,
粉末xrd实验数据/Bi2SeO2_139.cif,未识别,
粉末xrd实验数据/Cr2CuSe4-POWDER.txt,未识别,
粉末xrd实验数据/Cr2CuSe4.cif,未识别,
粉末xrd实验数据/Cr2CuSe4.xy,AlN_216,65.5
粉末xrd实验数据/Cr2CuSe41.txt,AlN_216,70.0
粉末xrd实验数据/Cr5Te8-powder.xy,未识别,
粉末xrd实验数据/Cr5Te8_12.cif,未识别,
粉末xrd实验数据/CrGeTe3-L009-powder.xy,未识别,
粉末xrd实验数据/CrGeTe3-b-2-powder.xy,未识别,
粉末xrd实验数据/CrGeTe3-c-power.xy,未识别,
粉末xrd实验数据/CrGeTe3-f-power.xy,未识别,
粉末xrd实验数据/CrGeTe3-i-powder.xy,未识别,
粉末xrd实验数据/CrGeTe3-l-power.xy,未识别,
粉末xrd实验数据/CrI3.txt,未识别,
粉末xrd实验数据/Fe2TeSe_99.cif,未识别,
粉末xrd实验数据/Fe2TeSe_99.xy,未识别,
粉末xrd实验数据/HfSe2-粉末.gk,未识别,
粉末xrd实验数据/NbSeI-POWDER-1.txt,未识别,
粉末xrd实验数据/NbSeI-POWDER-2.txt,未识别,
粉末xrd实验数据/Sn(SbTe2)2-粉末.gk,未识别,
